Fid,event_unique_id,occurrencedate,reporteddate,location_type,premises_type,Neighbourhood,Longitude,Latitude,Offence_Label
172.217.12.131-10.42.0.151-443-34781-6,GO-20221397678,2022/01/23 05:00:00+00,2022/01/23 05:00:00+00,"Streets, Roads, Highways (Bicycle Path, Private Road)",Outside,NSA,0,0,1
172.217.10.234-10.42.0.42-443-40909-6,GO-20221400081,2022/01/24 05:00:00+00,2022/01/24 05:00:00+00,Convenience Stores,Commercial,Downsview-Roding-CFB,-79.51410965,43.72063505,0
174.36.210.41-10.42.0.211-5222-55916-6,GO-20221401446,2022/01/24 05:00:00+00,2022/01/24 05:00:00+00,Schools During Supervised Activity,Educational,Humbermede,-79.54156856,43.74823463,0
202.77.129.150-10.42.0.211-443-48302-6,GO-20221400850,2022/01/24 05:00:00+00,2022/01/24 05:00:00+00,"Apartment (Rooming House, Condo)",Apartment,Moss Park,-79.37481095,43.66065384,1
151.101.1.140-10.42.0.151-443-56909-6,GO-20221403754,2022/01/24 05:00:00+00,2022/01/24 05:00:00+00,"Streets, Roads, Highways (Bicycle Path, Private Road)",Outside,Wexford/Maryvale,-79.31298056,43.76572028,1
10.42.0.211-58.63.236.212-46649-443-6,GO-20221404155,2022/01/24 05:00:00+00,2022/01/24 05:00:00+00,"Parking Lots (Apt., Commercial Or Non-Commercial)",Outside,Parkwoods-Donalda,-79.31419956,43.74149834,0
203.205.158.60-10.42.0.151-80-40687-6,GO-20221404789,2022/01/24 05:00:00+00,2022/01/24 05:00:00+00,"Streets, Roads, Highways (Bicycle Path, Private Road)",Outside,Agincourt North,-79.26829904,43.81425581,1
10.42.0.211-95.213.11.133-33460-443-6,GO-20221405200,2022/01/24 05:00:00+00,2022/01/24 05:00:00+00,Convenience Stores,Commercial,Glenfield-Jane Heights,-79.52346138,43.74904436,0
10.42.0.211-106.11.92.16-55173-443-6,GO-20221406033,2022/01/25 05:00:00+00,2022/01/25 05:00:00+00,"Streets, Roads, Highways (Bicycle Path, Private Road)",Outside,Rockcliffe-Smythe,-79.49412358,43.67258753,1
172.217.3.98-10.42.0.211-443-34371-6,GO-20221406662,2022/01/25 05:00:00+00,2022/01/25 05:00:00+00,"Streets, Roads, Highways (Bicycle Path, Private Road)",Outside,Bay Street Corridor,-79.38372586,43.65571598,0
10.42.0.211-106.39.162.36-55111-80-6,GO-20221406579,2022/01/25 05:00:00+00,2022/01/25 05:00:00+00,Convenience Stores,Commercial,Niagara,-79.4166006,43.6411109,1
8.8.8.8-10.42.0.211-53-32368-17,GO-20221408214,2022/01/25 05:00:00+00,2022/01/25 05:00:00+00,"Open Areas (Lakes, Parks, Rivers)",Outside,Eglinton East,-79.23925721,43.74058895,0
10.42.0.211-10.42.0.1-23550-53-17,GO-20221409226,2022/01/25 05:00:00+00,2022/01/25 05:00:00+00,"Parking Lots (Apt., Commercial Or Non-Commercial)",Outside,Kingsview Village-The Westway,-79.54973581,43.69932797,0
10.42.0.211-10.42.0.1-30749-53-17,GO-20221410947,2022/01/25 05:00:00+00,2022/01/25 05:00:00+00,"Streets, Roads, Highways (Bicycle Path, Private Road)",Outside,Pleasant View,-79.32297554,43.77524437,0
169.47.42.102-10.42.0.211-443-57250-6,GO-20221410683,2022/01/25 05:00:00+00,2022/01/25 05:00:00+00,"Apartment (Rooming House, Condo)",Apartment,Downsview-Roding-CFB,-79.51038627,43.72477325,0
202.77.129.150-10.42.0.211-80-34481-6,GO-20221412367,2022/01/26 05:00:00+00,2022/01/26 05:00:00+00,"Other Commercial / Corporate Places (For Profit, Warehouse, Corp. Bldg",Commercial,Taylor-Massey,-79.29264529,43.69022289,0
10.42.0.211-10.42.0.1-7017-53-17,GO-20221414053,2022/01/26 05:00:00+00,2022/01/26 05:00:00+00,Other Regional Transit System Vehicle,Transit,Woburn,-79.23522673,43.75772044,1
10.42.0.211-101.251.100.59-57972-9930-6,GO-20221414115,2022/01/26 05:00:00+00,2022/01/26 05:00:00+00,"Bank And Other Financial Institutions (Money Mart, Tsx)",Commercial,Rexdale-Kipling,-79.57287171,43.72920888,1
172.217.9.227-10.42.0.211-80-59919-6,GO-20221414147,2022/01/25 05:00:00+00,2022/01/26 05:00:00+00,"Streets, Roads, Highways (Bicycle Path, Private Road)",Outside,Roncesvalles,-79.44968747,43.64805522,0
140.205.140.87-10.42.0.211-80-60932-6,GO-20221414347,2022/01/25 05:00:00+00,2022/01/26 05:00:00+00,"Apartment (Rooming House, Condo)",Apartment,NSA,-79.31713686,43.68473778,0
172.217.12.131-10.42.0.42-443-40747-6,GO-20221415521,2022/01/26 05:00:00+00,2022/01/26 05:00:00+00,"Other Commercial / Corporate Places (For Profit, Warehouse, Corp. Bldg",Commercial,Lawrence Park South,-79.4119117,43.70474614,0
10.42.0.151-31.13.71.52-55031-80-6,GO-20221415586,2022/01/26 05:00:00+00,2022/01/26 05:00:00+00,Convenience Stores,Commercial,Roncesvalles,-79.44935432,43.64720514,1
10.42.0.211-10.42.0.1-31723-53-17,GO-20221415284,2022/01/26 05:00:00+00,2022/01/26 05:00:00+00,Ttc Subway Train,Transit,Clairlea-Birchmount,-79.28096318,43.71204501,1
172.217.3.99-10.42.0.211-443-51370-6,GO-20221414817,2022/01/26 05:00:00+00,2022/01/26 05:00:00+00,"Apartment (Rooming House, Condo)",Apartment,Taylor-Massey,-79.29181642,43.69575899,1
172.217.10.68-10.42.0.151-443-36254-6,GO-20221414817,2022/01/26 05:00:00+00,2022/01/26 05:00:00+00,"Apartment (Rooming House, Condo)",Apartment,Taylor-Massey,-79.29181642,43.69575899,1
10.42.0.211-95.154.220.116-34342-80-6,GO-20221415256,2022/01/26 05:00:00+00,2022/01/26 05:00:00+00,"Streets, Roads, Highways (Bicycle Path, Private Road)",Outside,Lawrence Park South,-79.41216486,43.70557896,1
10.42.0.211-77.234.44.200-51293-80-6,GO-20221414440,2022/01/26 05:00:00+00,2022/01/26 05:00:00+00,"Streets, Roads, Highways (Bicycle Path, Private Road)",Outside,Don Valley Village,-79.34565645,43.78040235,0
172.217.10.3-10.42.0.42-443-40122-6,GO-20221419158,2022/01/27 05:00:00+00,2022/01/27 05:00:00+00,"Streets, Roads, Highways (Bicycle Path, Private Road)",Outside,Mount Olive-Silverstone-Jamestown,-79.5825711,43.73397143,1
10.42.0.211-123.125.29.220-55261-80-6,GO-20221419912,2022/01/27 05:00:00+00,2022/01/27 05:00:00+00,Ttc Bus Stop / Shelter / Loop,Outside,Agincourt North,-79.26273294,43.80882411,0
202.77.129.230-10.42.0.42-80-36706-6,GO-20221419912,2022/01/27 05:00:00+00,2022/01/27 05:00:00+00,Ttc Bus Stop / Shelter / Loop,Outside,Agincourt North,-79.26273294,43.80882411,0
172.217.10.234-10.42.0.151-443-60520-6,GO-20221420255,2022/01/27 05:00:00+00,2022/01/27 05:00:00+00,Schools During Supervised Activity,Educational,Mount Pleasant West,-79.398957,43.70958457,0
10.42.0.1-10.42.0.42-53-44491-17,GO-20221421698,2022/01/27 05:00:00+00,2022/01/27 05:00:00+00,"Bank And Other Financial Institutions (Money Mart, Tsx)",Commercial,Thistletown-Beaumond Heights,-79.56526553,43.7372381,1
10.42.0.211-31.13.71.1-47432-443-6,GO-20221420403,2022/01/27 05:00:00+00,2022/01/27 05:00:00+00,"Bank And Other Financial Institutions (Money Mart, Tsx)",Commercial,Willowdale East,-79.41111496,43.76235207,0
10.42.0.42-61.135.185.139-58136-80-6,GO-20221421794,2022/01/27 05:00:00+00,2022/01/27 05:00:00+00,"Streets, Roads, Highways (Bicycle Path, Private Road)",Outside,The Beaches,-79.2850277,43.68071915,1
10.42.0.151-31.13.71.3-60663-443-6,GO-20221421794,2022/01/27 05:00:00+00,2022/01/27 05:00:00+00,"Streets, Roads, Highways (Bicycle Path, Private Road)",Outside,The Beaches,-79.2850277,43.68071915,0
8.0.6.4-8.6.0.1-0-0-0,GO-20221419596,2022/01/27 05:00:00+00,2022/01/27 05:00:00+00,Ttc Bus Stop / Shelter / Loop,Outside,Thistletown-Beaumond Heights,-79.58207638,43.74326507,1
172.217.3.98-10.42.0.211-443-51317-6,GO-20221421281,2022/01/27 05:00:00+00,2022/01/27 05:00:00+00,"Open Areas (Lakes, Parks, Rivers)",Outside,Englemount-Lawrence,-79.44063201,43.72782912,0
205.204.101.182-10.42.0.42-443-36814-6,GO-20221422268,2022/01/28 05:00:00+00,2022/01/28 05:00:00+00,"Open Areas (Lakes, Parks, Rivers)",Outside,Dovercourt-Wallace Emerson-Junction,-79.43863138,43.6592125,1
198.11.189.2-10.42.0.151-443-41805-6,GO-20221422329,2022/01/28 05:00:00+00,2022/01/28 05:00:00+00,"Other Commercial / Corporate Places (For Profit, Warehouse, Corp. Bldg",Commercial,York University Heights,-79.49004079,43.75982886,1
203.205.158.66-10.42.0.211-443-53485-6,GO-20221422648,2022/01/28 05:00:00+00,2022/01/28 05:00:00+00,Convenience Stores,Commercial,Cliffcrest,-79.23086653,43.72386554,0
10.42.0.211-23.208.168.108-49615-443-6,GO-20221423016,2022/01/28 05:00:00+00,2022/01/28 05:00:00+00,"Streets, Roads, Highways (Bicycle Path, Private Road)",Outside,Moss Park,-79.36941977,43.65452491,1
172.217.10.78-10.42.0.151-443-36652-6,GO-20221422965,2022/01/28 05:00:00+00,2022/01/28 05:00:00+00,"Streets, Roads, Highways (Bicycle Path, Private Road)",Outside,Greenwood-Coxwell,-79.33077081,43.68037372,0
10.42.0.211-106.39.162.36-53896-80-6,GO-20221424937,2013/10/01 04:00:00+00,2022/01/28 05:00:00+00,"Streets, Roads, Highways (Bicycle Path, Private Road)",Outside,NSA,0,0,0
239.255.255.250-10.42.0.1-1900-56205-17,GO-20221426571,2022/01/28 05:00:00+00,2022/01/28 05:00:00+00,"Streets, Roads, Highways (Bicycle Path, Private Road)",Outside,Runnymede-Bloor West Village,-79.48043106,43.65020664,1
10.42.0.211-66.198.24.224-59002-80-6,GO-20221427056,2022/01/28 05:00:00+00,2022/01/28 05:00:00+00,"Streets, Roads, Highways (Bicycle Path, Private Road)",Outside,Malvern,-79.2138906,43.81054648,1
206.126.112.142-10.42.0.151-443-51027-6,GO-20221427559,2022/01/28 05:00:00+00,2022/01/28 05:00:00+00,"Open Areas (Lakes, Parks, Rivers)",Outside,Moss Park,-79.37352514,43.66094246,0
180.149.138.197-10.42.0.211-80-48624-6,GO-20221428223,2022/01/28 05:00:00+00,2022/01/28 05:00:00+00,"Parking Lots (Apt., Commercial Or Non-Commercial)",Outside,Banbury-Don Mills,-79.34340763,43.73717335,1
172.217.7.163-10.42.0.151-443-49709-6,GO-20221428673,2022/01/29 05:00:00+00,2022/01/29 05:00:00+00,"Apartment (Rooming House, Condo)",Apartment,Woburn,-79.23293774,43.77954305,0
10.42.0.151-104.244.43.195-58057-443-6,GO-20221430021,2013/10/01 04:00:00+00,2022/01/29 05:00:00+00,Convenience Stores,Commercial,Niagara,-79.41121981,43.6457475,1
10.42.0.211-10.42.0.1-48313-53-17,GO-20221430482,2022/01/29 05:00:00+00,2022/01/29 05:00:00+00,"Bank And Other Financial Institutions (Money Mart, Tsx)",Commercial,Rouge,-79.14087514,43.78965739,0
10.42.0.211-77.234.44.40-46926-80-6,GO-20221429887,2022/01/29 05:00:00+00,2022/01/29 05:00:00+00,"Streets, Roads, Highways (Bicycle Path, Private Road)",Outside,Briar Hill-Belgravia,-79.45023952,43.69569257,1
10.42.0.42-52.84.29.55-46491-443-6,GO-20221432206,2022/01/29 05:00:00+00,2022/01/29 05:00:00+00,Ttc Bus Stop / Shelter / Loop,Outside,NSA,0,0,0
172.217.9.238-10.42.0.42-443-33455-6,GO-20221432224,2022/01/29 05:00:00+00,2022/01/29 05:00:00+00,"Streets, Roads, Highways (Bicycle Path, Private Road)",Outside,Bay Street Corridor,-79.38167842,43.65189355,0
10.42.0.151-10.42.0.1-33832-53-17,GO-20221432309,2022/01/29 05:00:00+00,2022/01/29 05:00:00+00,"Streets, Roads, Highways (Bicycle Path, Private Road)",Outside,Church-Yonge Corridor,-79.37993395,43.65406269,0
10.42.0.211-10.42.0.1-25397-53-17,GO-20221434303,2022/01/30 05:00:00+00,2022/01/30 05:00:00+00,Bar / Restaurant,Commercial,Wexford/Maryvale,-79.30051382,43.74409914,0
10.42.0.42-123.125.115.164-53516-443-6,GO-20221434303,2022/01/30 05:00:00+00,2022/01/30 05:00:00+00,Bar / Restaurant,Commercial,Wexford/Maryvale,-79.30051382,43.74409914,0
10.42.0.211-106.11.176.1-47894-443-6,GO-20221434719,2022/01/30 05:00:00+00,2022/01/30 05:00:00+00,"Streets, Roads, Highways (Bicycle Path, Private Road)",Outside,Blake-Jones,-79.3381234,43.67832756,1
172.217.7.196-10.42.0.151-443-42712-6,GO-20221435338,2022/01/29 05:00:00+00,2022/01/30 05:00:00+00,"Streets, Roads, Highways (Bicycle Path, Private Road)",Outside,Dufferin Grove,-79.43131207,43.65773638,1
172.217.10.74-10.42.0.42-443-47380-6,GO-20221437531,2022/01/30 05:00:00+00,2022/01/30 05:00:00+00,"Streets, Roads, Highways (Bicycle Path, Private Road)",Outside,NSA,0,0,0
172.217.10.35-10.42.0.211-443-46472-6,GO-20221438338,2022/01/30 05:00:00+00,2022/01/30 05:00:00+00,Convenience Stores,Commercial,Danforth,-79.34511536,43.67967885,0
10.42.0.42-36.248.26.201-42248-80-6,GO-20221438783,2022/01/30 05:00:00+00,2022/01/30 05:00:00+00,"Single Home, House (Attach Garage, Cottage, Mobile)",House,Blake-Jones,-79.33492942,43.67988022,0
8.0.6.4-8.6.0.1-0-0-0,GO-20221438655,2022/01/30 05:00:00+00,2022/01/30 05:00:00+00,Schools During Supervised Activity,Educational,West Humber-Clairville,-79.57392638,43.72101639,1
217.69.133.145-10.42.0.151-443-57440-6,GO-20221438655,2022/01/30 05:00:00+00,2022/01/30 05:00:00+00,Schools During Supervised Activity,Educational,West Humber-Clairville,-79.57392638,43.72101639,1
172.217.3.99-10.42.0.151-443-51157-17,GO-20221439592,2022/01/30 05:00:00+00,2022/01/30 05:00:00+00,"Bank And Other Financial Institutions (Money Mart, Tsx)",Commercial,Banbury-Don Mills,-79.34710099,43.73541224,1
172.217.3.99-10.42.0.151-443-39445-6,GO-20221439592,2022/01/30 05:00:00+00,2022/01/30 05:00:00+00,"Bank And Other Financial Institutions (Money Mart, Tsx)",Commercial,Banbury-Don Mills,-79.34710099,43.73541224,1
173.222.142.156-10.42.0.211-80-36972-6,GO-20221441070,2022/01/31 05:00:00+00,2022/01/31 05:00:00+00,"Streets, Roads, Highways (Bicycle Path, Private Road)",Outside,Kensington-Chinatown,-79.40316102,43.65738236,1
182.22.31.252-10.42.0.211-443-54160-6,GO-20221441070,2022/01/31 05:00:00+00,2022/01/31 05:00:00+00,"Streets, Roads, Highways (Bicycle Path, Private Road)",Outside,Kensington-Chinatown,-79.40316102,43.65738236,0
10.42.0.1-10.42.0.42-53-5589-17,GO-20221441070,2022/01/31 05:00:00+00,2022/01/31 05:00:00+00,"Streets, Roads, Highways (Bicycle Path, Private Road)",Outside,Kensington-Chinatown,-79.40316102,43.65738236,1
172.217.10.226-10.42.0.211-443-40200-6,GO-20221440950,2022/01/31 05:00:00+00,2022/01/31 05:00:00+00,"Commercial Dwelling Unit (Hotel, Motel, B & B, Short Term Rental)",Commercial,Henry Farm,-79.33619472,43.77289559,0
8.41.222.241-10.42.0.211-443-40412-6,GO-20221442612,2022/01/31 05:00:00+00,2022/01/31 05:00:00+00,"Streets, Roads, Highways (Bicycle Path, Private Road)",Outside,OConnor-Parkview,-79.31058473,43.71380448,0
209.10.120.26-10.42.0.211-80-36254-6,GO-20221442329,2022/01/31 05:00:00+00,2022/01/31 05:00:00+00,Ttc Subway Station,Transit,Annex,-79.41117403,43.66511537,0
10.42.0.151-95.213.11.181-57463-80-6,GO-20221443534,2022/01/31 05:00:00+00,2022/01/31 05:00:00+00,"Streets, Roads, Highways (Bicycle Path, Private Road)",Outside,Kensington-Chinatown,-79.39033931,43.65450322,1
10.42.0.211-14.17.42.57-43291-80-6,GO-2022144357912,2022/01/31 05:00:00+00,2022/01/31 05:00:00+00,"Streets, Roads, Highways (Bicycle Path, Private Road)",Outside,West Hill,-79.18773765,43.77269909,0
10.42.0.151-52.84.136.83-53163-443-6,GO-20221443641,2022/01/30 05:00:00+00,2022/01/31 05:00:00+00,Ttc Subway Station,Transit,Dufferin Grove,-79.44298987,43.65560387,1
172.217.10.142-10.42.0.211-443-59473-6,GO-20221445199,2022/01/31 05:00:00+00,2022/01/31 05:00:00+00,"Streets, Roads, Highways (Bicycle Path, Private Road)",Outside,Waterfront Communities-The Island,-79.37215317,43.64913066,0
172.217.10.225-10.42.0.151-443-58325-6,GO-20221445080,2022/01/31 05:00:00+00,2022/01/31 05:00:00+00,"Streets, Roads, Highways (Bicycle Path, Private Road)",Outside,Tam OShanter-Sullivan,-79.31492424,43.78029929,1
10.42.0.211-23.23.129.231-45964-443-6,GO-20221446122,2022/01/31 05:00:00+00,2022/01/31 05:00:00+00,"Streets, Roads, Highways (Bicycle Path, Private Road)",Outside,Agincourt North,-79.26646318,43.80802563,0
182.22.24.124-10.42.0.211-443-55195-6,GO-20221510903,2013/12/08 05:00:00+00,2022/02/11 05:00:00+00,Bar / Restaurant,Commercial,Bendale,-79.25417421,43.77664804,1
10.42.0.211-10.42.0.1-59045-53-17,GO-20221260577,2022/01/01 05:00:00+00,2022/01/01 05:00:00+00,"Streets, Roads, Highways (Bicycle Path, Private Road)",Outside,NSA,0,0,1
172.217.6.227-10.42.0.151-443-58711-6,GO-20221260577,2022/01/01 05:00:00+00,2022/01/01 05:00:00+00,"Streets, Roads, Highways (Bicycle Path, Private Road)",Outside,NSA,0,0,0
10.42.0.211-119.146.74.33-57570-443-6,GO-20221260912,2022/01/01 05:00:00+00,2022/01/01 05:00:00+00,"Streets, Roads, Highways (Bicycle Path, Private Road)",Outside,Kensington-Chinatown,-79.40196209,43.64761228,1
10.42.0.211-31.13.71.1-43953-443-6,GO-20221511192,2022/02/11 05:00:00+00,2022/02/11 05:00:00+00,Schools During Un-Supervised Activity,Educational,University,-79.41021074,43.66266863,0
172.217.9.227-10.42.0.211-80-53475-6,GO-20221262644,2022/01/01 05:00:00+00,2022/01/01 05:00:00+00,"Apartment (Rooming House, Condo)",Apartment,Weston,-79.51616258,43.70016019,0
10.42.0.211-10.42.0.1-3958-53-17,GO-20221262818,2022/01/01 05:00:00+00,2022/01/01 05:00:00+00,"Other Commercial / Corporate Places (For Profit, Warehouse, Corp. Bldg",Commercial,Church-Yonge Corridor,-79.38411783,43.66390399,1
10.42.0.211-77.234.44.79-47870-443-6,GO-20221511192,2022/02/11 05:00:00+00,2022/02/11 05:00:00+00,Schools During Un-Supervised Activity,Educational,University,-79.41021074,43.66266863,1
203.205.158.61-10.42.0.42-80-53995-6,GO-20221265410,2013/12/31 05:00:00+00,2022/01/02 05:00:00+00,"Commercial Dwelling Unit (Hotel, Motel, B & B, Short Term Rental)",Commercial,Wexford/Maryvale,-79.30187284,43.77080279,0
10.42.0.211-54.243.161.28-60725-443-6,GO-20221511192,2022/02/11 05:00:00+00,2022/02/11 05:00:00+00,Schools During Un-Supervised Activity,Educational,University,-79.41021074,43.66266863,1
10.42.0.151-31.13.71.37-46802-443-6,GO-20221266749,2022/01/02 05:00:00+00,2022/01/02 05:00:00+00,"Parking Lots (Apt., Commercial Or Non-Commercial)",Outside,Clairlea-Birchmount,-79.29856666,43.72286173,0
10.42.0.211-10.42.0.1-39454-53-17,GO-20221270022,2022/01/02 05:00:00+00,2022/01/02 05:00:00+00,"Parking Lots (Apt., Commercial Or Non-Commercial)",Outside,Don Valley Village,-79.34368106,43.77583447,1
192.229.173.173-10.42.0.42-80-41637-6,GO-20221270511,2022/01/02 05:00:00+00,2022/01/02 05:00:00+00,"Streets, Roads, Highways (Bicycle Path, Private Road)",Outside,NSA,0,0,0
10.42.0.1-10.42.0.42-53-54310-17,GO-20221269818,2022/01/02 05:00:00+00,2022/01/02 05:00:00+00,"Parking Lots (Apt., Commercial Or Non-Commercial)",Outside,Malvern,-79.21716783,43.8042871,1
8.8.8.8-10.42.0.211-53-17618-17,GO-20221272968,2013/12/24 05:00:00+00,2022/01/03 05:00:00+00,"Commercial Dwelling Unit (Hotel, Motel, B & B, Short Term Rental)",Commercial,West Humber-Clairville,-79.60070124,43.73183406,0
172.217.10.68-10.42.0.151-443-43434-6,GO-20221272785,2022/01/03 05:00:00+00,2022/01/03 05:00:00+00,"Bank And Other Financial Institutions (Money Mart, Tsx)",Commercial,Rouge,-79.14087514,43.78965739,0
10.42.0.211-36.51.254.232-40875-443-6,GO-20221274457,2022/01/03 05:00:00+00,2022/01/03 05:00:00+00,Convenience Stores,Commercial,Islington-City Centre West,-79.53191599,43.64524669,0
172.217.8.4-10.42.0.211-443-46057-6,GO-20221602781,2022/01/03 05:00:00+00,2022/01/03 05:00:00+00,"Bank And Other Financial Institutions (Money Mart, Tsx)",Commercial,NSA,0,0,0
10.42.0.211-119.146.74.49-38694-443-6,GO-20221279791,2022/01/04 05:00:00+00,2022/01/04 05:00:00+00,"Apartment (Rooming House, Condo)",Apartment,North St.James Town,-79.37373773,43.66729501,0
10.42.0.211-10.42.0.1-51235-53-17,GO-20221282929,2022/01/04 05:00:00+00,2022/01/04 05:00:00+00,Convenience Stores,Commercial,Niagara,-79.4149791,43.64143597,1
10.42.0.151-31.13.71.52-39123-443-6,GO-20221283439,2022/01/04 05:00:00+00,2022/01/04 05:00:00+00,Bar / Restaurant,Commercial,NSA,0,0,1
10.42.0.211-66.231.239.95-46097-443-6,GO-20221283439,2022/01/04 05:00:00+00,2022/01/04 05:00:00+00,Bar / Restaurant,Commercial,NSA,0,0,0
10.42.0.1-10.42.0.42-53-43802-17,GO-20221283284,2013/01/04 05:00:00+00,2022/01/04 05:00:00+00,"Streets, Roads, Highways (Bicycle Path, Private Road)",Outside,North Riverdale,-79.34515535,43.66709459,0
10.42.0.211-10.42.0.1-38836-53-17,GO-20221283751,2022/01/05 05:00:00+00,2022/01/05 05:00:00+00,"Parking Lots (Apt., Commercial Or Non-Commercial)",Outside,Glenfield-Jane Heights,-79.51318036,43.73938991,0
10.42.0.211-10.42.0.1-41689-53-17,GO-20221283755,2022/01/05 05:00:00+00,2022/01/05 05:00:00+00,Ttc Subway Train,Transit,North St.James Town,-79.37681431,43.67235839,1
10.42.0.211-115.239.210.141-33504-443-6,GO-20221284336,2022/01/05 05:00:00+00,2022/01/05 05:00:00+00,"Streets, Roads, Highways (Bicycle Path, Private Road)",Outside,Yonge-Eglinton,-79.40079865,43.70776148,1
172.217.10.42-10.42.0.151-443-50352-6,GO-20221284342,2022/01/05 05:00:00+00,2022/01/05 05:00:00+00,"Other Commercial / Corporate Places (For Profit, Warehouse, Corp. Bldg",Commercial,Woburn,-79.22528368,43.75982126,1
10.42.0.211-52.84.29.134-44447-443-6,GO-20221284356,2022/01/05 05:00:00+00,2022/01/05 05:00:00+00,Bar / Restaurant,Commercial,Bendale,-79.26129037,43.77006451,1
206.126.112.141-10.42.0.42-443-40754-6,GO-20221285128,2022/01/05 05:00:00+00,2022/01/05 05:00:00+00,"Streets, Roads, Highways (Bicycle Path, Private Road)",Outside,Weston-Pellam Park,-79.46301197,43.67353631,1
